timestamp,step,actor_loss,critic_loss,policy_loss,value_loss,entropy,clip_fraction,grad_norm,learning_rate
2025-10-14T14:26:12.064148,1024,-0.10492815729230642,0.30671731010079384,-0.16762085553258657,0.6134346202015877,3.1346349120140076,0.0,0,0.0001
2025-10-14T14:26:16.334846,2048,-0.030648991465568542,8.397170326672494,-0.09334061086177825,16.79434065334499,3.134580969810486,0.0,0,0.0001
2025-10-14T14:26:20.171985,3072,-0.040118660777807236,6.241886079311371,-0.10280940756201745,12.483772158622742,3.1345373392105103,0.0,0,0.0001
2025-10-14T14:26:23.925428,4096,-0.06552329659461975,1.8033448159694672,-0.12821310400962832,3.6066896319389343,3.1344903707504272,0.0,0,0.0001
2025-10-14T14:26:28.265248,5120,-0.10056825913488865,0.6962101622484624,-0.1632578543573618,1.3924203244969249,3.1344797611236572,0.0,0,0.0001
2025-10-14T14:26:31.977305,6144,-0.014952127821743488,0.7550997138023376,-0.07764143336564303,1.5101994276046753,3.134465277194977,0.0,0,0.0001
2025-10-14T14:26:35.738353,7168,0.013784708455204964,5.458312928676605,-0.04890508703887463,10.91662585735321,3.1344897747039795,0.0,0,0.0001
2025-10-14T14:26:40.057035,8192,-0.010058188810944557,1.1642124950885773,-0.07274703539907933,2.3284249901771545,3.1344423294067383,0.0,0,0.0001
2025-10-14T14:26:43.784757,9216,-0.06874581426382065,1.2442056760191917,-0.1314339432120323,2.4884113520383835,3.1344064474105835,0.0,0,0.0001
2025-10-14T14:26:47.521533,10240,-0.008037285879254341,0.12463489826768637,-0.07072352059185505,0.24926979653537273,3.1343117356300354,0.0,0,0.0001
2025-10-14T14:26:51.790720,11264,-0.023253243416547775,0.0321441451087594,-0.08593885824084281,0.0642882902175188,3.134280741214752,0.0,0,0.0001
2025-10-14T14:26:55.527973,12288,-0.09903745353221893,3.8166948556900024,-0.16172440111637118,7.633389711380005,3.134347379207611,0.0,0,0.0001
2025-10-14T14:26:59.253486,13312,-0.05994520988315344,0.7226224709302187,-0.12263309206813575,1.4452449418604374,3.134394109249115,0.0,0,0.0001
2025-10-14T14:27:03.517973,14336,0.02847251482307911,5.028459656983614,-0.034215242192149165,10.056919313967228,3.1343878507614136,0.0,0,0.0001
2025-10-14T14:27:07.211415,15360,-0.05820176191627979,3.1801034808158875,-0.12089066095650197,6.360206961631775,3.1344449520111084,0.0,0,0.0001
2025-10-14T14:27:11.290374,16384,-0.22518331557512283,5.602782219648361,-0.28787289053201676,11.205564439296722,3.134478747844696,0.0,0,0.0001
2025-10-14T14:27:15.579386,17408,-0.03486546128988266,1.238476924598217,-0.09755536645650864,2.476953849196434,3.134495258331299,0.0,0,0.0001
2025-10-14T14:27:19.323806,18432,-0.009447375312447548,0.012995300814509392,-0.0721369431167841,0.025990601629018784,3.1344783902168274,0.0,0,0.0001
2025-10-14T14:27:23.150636,19456,-0.05974178668111563,16.50003433227539,-0.12243059750646353,33.00006866455078,3.134440541267395,0.0,0,0.0001
2025-10-14T14:27:27.511942,20480,-0.0308714946731925,1.4287492483854294,-0.09356010165065529,2.8574984967708588,3.1344303488731384,0.0,0,0.0001
2025-10-14T14:27:31.274478,21504,-0.02052315231412649,0.0594064355827868,-0.08321135278791189,0.1188128711655736,3.13441002368927,0.0,0,0.0001
2025-10-14T14:27:35.024652,22528,-0.2519005089998245,26.700990200042725,-0.3145877999067307,53.40198040008545,3.1343645453453064,0.0,0,0.0001
2025-10-14T14:27:39.446198,23552,-0.02960597723722458,5.762635663151741,-0.09229281157255173,11.525271326303482,3.1343417167663574,0.0,0,0.0001
2025-10-14T14:27:43.194001,24576,0.004819062538444996,0.039192368276417255,-0.057866834811866275,0.07838473655283451,3.134294867515564,0.0,0,0.0001
2025-10-14T14:27:46.948349,25600,-0.053844066336750984,11.019400715827942,-0.11652927704155445,22.038801431655884,3.1342605352401733,0.0,0,0.0001
2025-10-14T14:27:51.158181,26624,-0.11036118865013123,0.054014811757951975,-0.17304481863975524,0.10802962351590395,3.134181499481201,0.0,0,0.0001
2025-10-14T14:27:55.004694,27648,0.00809200294315815,0.09796937741339207,-0.05458994381129742,0.19593875482678413,3.1340973377227783,0.0,0,0.0001
2025-10-14T14:27:58.827504,28672,-0.04579317383468151,1.415527567267418,-0.1084747176617384,2.831055134534836,3.1340771913528442,0.0,0,0.0001
2025-10-14T14:28:02.929085,29696,-0.08507453091442585,1.7281970903277397,-0.14775664813816547,3.4563941806554794,3.134105861186981,0.0,0,0.0001
2025-10-14T14:28:06.849455,30720,-0.10312137939035892,4.0890368558466434,-0.1658043525367975,8.178073711693287,3.13414865732193,0.0,0,0.0001
2025-10-14T14:28:10.602435,31744,-0.03952085878700018,0.14762462675571442,-0.10220554258674384,0.29524925351142883,3.1342341899871826,0.0,0,0.0001
2025-10-14T14:28:14.605329,32768,-0.11997119523584843,2.1791983619332314,-0.18265622355043887,4.358396723866463,3.1342514157295227,0.0,0,0.0001
2025-10-14T14:28:18.627803,33792,-0.07672734744846821,1.3385782092809677,-0.13941277272999286,2.6771564185619354,3.134271264076233,0.0,0,0.0001
2025-10-14T14:28:22.461251,34816,-0.13709080964326859,5.098280519247055,-0.19977727681398394,10.19656103849411,3.1343233585357666,0.0,0,0.0001
2025-10-14T14:28:26.456495,35840,-0.1448778910562396,6.223035454750061,-0.20756475638598204,12.446070909500122,3.1343432664871216,0.0,0,0.0001
2025-10-14T14:28:30.549096,36864,-0.1235923282802105,0.9654508531093597,-0.1862796966731548,1.9309017062187195,3.134368419647217,0.0,0,0.0001
2025-10-14T14:28:34.305295,37888,-0.15155314467847347,0.09566748759243637,-0.21424028418958188,0.19133497518487275,3.13435697555542,0.0,0,0.0001
2025-10-14T14:28:38.294011,38912,-0.07791286893188953,0.3533611809834838,-0.14059961266815663,0.7067223619669676,3.1343371868133545,0.0,0,0.0001
2025-10-14T14:28:42.384251,39936,-0.07807835377752781,0.24066058546304703,-0.1407648292928934,0.48132117092609406,3.13432377576828,0.0,0,0.0001
2025-10-14T14:28:46.151496,40960,-0.04284455627202988,4.468365252017975,-0.10553241938352585,8.93673050403595,3.1343931555747986,0.0,0,0.0001
2025-10-14T14:28:50.101732,41984,-0.07053390145301819,0.17255975073203444,-0.1332202982902527,0.3451195014640689,3.134319841861725,0.0,0,0.0001
2025-10-14T14:28:54.317772,43008,-0.001514047384262085,1.5166514068841934,-0.06420063614845276,3.033302813768387,3.1343294382095337,0.0,0,0.0001
2025-10-14T14:28:58.072160,44032,-0.07950210198760033,0.3996390104293823,-0.14218824610114097,0.7992780208587646,3.1343072056770325,0.0,0,0.0001
2025-10-14T14:29:01.943495,45056,-0.04576072283089161,5.7176631689071655,-0.10844781823456287,11.435326337814331,3.1343547701835632,0.0,0,0.0001
2025-10-14T14:29:06.189876,46080,-0.13209638372063637,23.46368956565857,-0.19478346720337866,46.92737913131714,3.1343541741371155,0.0,0,0.0001
2025-10-14T14:29:10.001148,47104,-0.09142872132360935,6.347385823726654,-0.15411630667746068,12.694771647453308,3.134379267692566,0.0,0,0.0001
2025-10-14T14:29:13.780891,48128,-0.04957927018404007,3.3956806361675262,-0.11226424127817154,6.7913612723350525,3.1342485547065735,0.0,0,0.0001
2025-10-14T14:29:17.994108,49152,0.05250869411975145,0.8486975058913231,-0.010175193361938006,1.6973950117826462,3.1341943740844727,0.0,0,0.0001
2025-10-14T14:29:21.814068,50176,-0.036894166842103004,0.7508348594419658,-0.09957617558538914,1.5016697188839316,3.1341004371643066,0.0,0,0.0001
2025-10-14T14:29:25.665876,51200,0.058126507326960564,10.045210719108582,-0.004556194022297854,20.090421438217163,3.134135067462921,0.0,0,0.0001
2025-10-14T14:29:29.935482,52224,-0.09286202676594257,18.251696527004242,-0.15554481394588945,36.503393054008484,3.134139358997345,0.0,0,0.0001
2025-10-14T14:29:33.762954,53248,-0.12951205298304558,5.320858657360077,-0.19219343706965447,10.641717314720154,3.1340692043304443,0.0,0,0.0001
2025-10-14T14:29:37.575868,54272,-0.004834577441215515,3.44436514377594,-0.06751772344112397,6.88873028755188,3.1341572999954224,0.0,0,0.0001
