timestamp,episode,raw_reward,shaped_reward,episode_length,died,level_ups,max_health,items_collected,unique_positions,exploration_reward,survival_time,actions_taken
2025-10-14T14:31:12.180807,45,36.18000000000237,12.944100000000468,4062,1,17,72,0,212,2.1199999999999988,0,4062
2025-10-14T14:31:16.232815,46,16.969999999999054,3.054199999999277,953,1,13,57,0,103,1.0300000000000007,0,953
2025-10-14T14:31:22.367814,47,16.47999999999999,3.1627000000000667,1661,1,12,40,0,75,0.7500000000000004,0,1661
2025-10-14T14:31:35.992651,48,76.77999999999686,60.61109999999774,3587,1,11,58,0,159,1.5900000000000012,0,3587
2025-10-14T14:31:41.378008,49,-1.02999999999994,-20.44489999999996,1292,1,17,39,0,68,0.6800000000000004,0,1292
2025-10-14T14:31:50.225173,50,34.44999999999927,18.303899999999878,2412,1,14,63,0,148,1.480000000000001,0,2412
2025-10-14T14:32:03.660184,51,47.960000000003014,30.50330000000089,3406,1,13,74,0,197,1.9700000000000015,0,3406
2025-10-14T14:32:13.164026,52,29.409999999999144,17.728799999999744,2500,1,11,70,0,177,1.7700000000000014,0,2500
2025-10-14T14:32:24.000209,53,-10.739999999999762,-30.811899999999746,2779,1,18,27,0,101,1.0100000000000007,0,2779
2025-10-14T14:32:28.976271,54,-1.419999999999984,-20.52599999999999,1217,1,17,73,0,99,0.9900000000000007,0,1217
2025-10-14T14:32:34.960592,55,2.470000000000181,-9.279099999999886,1639,1,9,32,0,68,0.6800000000000004,0,1639
2025-10-14T14:32:40.666960,56,47.43000000000071,35.83990000000046,1374,1,10,51,0,80,0.8000000000000005,0,1374
2025-10-14T14:32:42.222635,57,1.0900000000000098,-15.001799999999985,427,1,15,76,0,32,0.3200000000000001,0,427
2025-10-14T14:32:47.119472,58,0.06000000000012538,-14.523199999999868,1333,1,14,69,0,159,1.5900000000000012,0,1333
2025-10-14T14:32:57.208323,59,3.219999999999926,-11.817699999999908,2537,1,12,66,0,60,0.6000000000000003,0,2537
2025-10-14T14:33:05.392998,60,53.400000000001285,36.96900000000044,2066,1,13,45,0,44,0.4400000000000002,0,2066
2025-10-14T14:33:11.747071,61,22.339999999999932,1.8898000000000756,1723,1,18,63,0,94,0.9400000000000006,0,1723
2025-10-14T14:33:30.239121,62,78.15999999999512,57.81809999999825,4751,1,13,51,0,112,1.1200000000000008,0,4751
2025-10-14T14:33:35.379379,63,8.840000000000217,-10.69009999999974,1376,1,17,74,0,124,1.2400000000000009,0,1376
2025-10-14T14:33:41.615857,64,78.7199999999973,64.55989999999905,1554,1,12,76,0,146,1.460000000000001,0,1554
2025-10-14T14:33:42.908939,65,-2.3199999999999945,-14.077099999999998,356,1,11,22,0,48,0.48000000000000026,0,356
2025-10-14T14:33:48.488603,66,49.120000000000566,37.33580000000046,1491,1,10,67,0,127,1.270000000000001,0,1491
2025-10-14T14:33:59.255652,67,33.960000000003454,17.65500000000147,2754,1,13,76,0,149,1.490000000000001,0,2754
2025-10-14T14:34:12.967635,68,12.250000000000409,-7.919499999999782,3574,1,13,31,0,109,1.0900000000000007,0,3574
2025-10-14T14:34:28.066274,69,54.79000000000234,32.49790000000081,3838,1,16,51,0,147,1.470000000000001,0,3838
2025-10-14T14:34:33.686613,70,-3.009999999999899,-22.575899999999884,1448,1,16,76,0,56,0.5600000000000003,0,1448
2025-10-14T14:34:45.939936,71,51.380000000002134,33.14100000000075,3190,1,13,76,0,144,1.440000000000001,0,3190
2025-10-14T14:34:51.360702,72,-5.909999999999833,-21.693999999999843,1429,1,14,75,0,62,0.6200000000000003,0,1429
2025-10-14T14:34:54.953697,73,43.01000000000042,28.74700000000029,824,1,13,42,0,73,0.7300000000000004,0,824
2025-10-14T14:35:05.799059,74,52.13000000000053,34.068100000000186,2821,1,15,54,0,160,1.6000000000000012,0,2821
2025-10-14T14:35:10.298649,75,9.140000000000102,-6.793699999999905,1233,1,14,52,0,76,0.7600000000000005,0,1233
2025-10-14T14:35:13.562612,76,112.47999999999723,96.71999999999845,886,1,14,73,0,90,0.9000000000000006,0,886
2025-10-14T14:35:23.054939,77,8.119999999999097,-6.929500000000421,2382,1,12,48,0,104,1.0400000000000007,0,2382
2025-10-14T14:35:37.983912,78,22.4200000000005,1.0402000000005671,3923,1,14,74,0,99,0.9900000000000007,0,3923
2025-10-14T14:35:48.198369,79,-11.009999999999796,-33.00469999999975,2616,1,18,76,0,123,1.2300000000000009,0,2616
2025-10-14T14:36:00.016788,80,-21.700000000000593,-37.7541000000007,3038,1,10,22,0,59,0.5900000000000003,0,3038
2025-10-14T14:36:04.241923,81,54.78000000000085,38.225200000000555,1081,1,16,38,0,118,1.1800000000000008,0,1081
2025-10-14T14:36:13.912283,82,-10.71999999999997,-24.91280000000036,2527,1,11,73,0,26,0.26000000000000006,0,2527
2025-10-14T14:36:23.466429,83,-6.779999999999808,-20.61309999999976,2439,1,10,47,0,143,1.430000000000001,0,2439
2025-10-14T14:36:24.453922,84,-1.9500000000000015,-18.8758,263,1,16,76,0,30,0.3000000000000001,0,263
2025-10-14T14:36:37.995603,85,-13.089999999999554,-36.68169999999968,3510,1,18,69,0,103,1.0300000000000007,0,3510
2025-10-14T14:36:51.506777,86,112.21999999999214,91.61699999999735,3489,1,13,64,0,156,1.5600000000000012,0,3489
2025-10-14T14:36:52.895624,87,33.78999999999993,20.277299999999933,268,1,12,52,0,23,0.23000000000000007,0,268
2025-10-14T14:37:05.015065,88,-18.570000000000018,-36.108900000000276,3113,1,13,70,0,80,0.8000000000000005,0,3113
2025-10-14T14:37:13.344219,89,31.880000000000173,12.619899999999994,2197,1,17,62,0,116,1.1600000000000008,0,2197
2025-10-14T14:37:20.424525,90,-6.979999999999812,-23.128899999999792,1759,1,13,56,0,92,0.9200000000000006,0,1759
2025-10-14T14:37:23.905575,91,101.62999999999712,83.1650999999979,929,1,18,51,0,120,1.2000000000000008,0,929
2025-10-14T14:37:37.122965,92,9.550000000000367,-11.096999999999605,3356,1,15,39,0,152,1.5200000000000011,0,3356
2025-10-14T14:37:52.602200,93,51.160000000001226,30.564800000000087,3972,1,11,75,0,145,1.450000000000001,0,3972
2025-10-14T14:38:05.155394,94,51.180000000001876,33.05110000000048,3212,1,13,68,0,207,2.07,0,3212
2025-10-14T14:38:09.165699,95,30.38999999999988,17.22509999999992,990,1,12,33,0,81,0.8100000000000005,0,990
2025-10-14T14:38:23.883013,96,-25.100000000001128,-44.69700000000089,3793,1,12,76,0,28,0.2800000000000001,0,3793
2025-10-14T14:38:39.840076,97,22.529999999997727,-2.9160000000010164,4175,1,17,43,0,157,1.5700000000000012,0,4175
2025-10-14T14:38:50.444992,98,24.779999999999376,7.870899999999191,2722,1,14,62,0,153,1.5300000000000011,0,2722
2025-10-14T14:39:03.767061,99,31.50000000000326,11.90420000000163,3439,1,15,68,0,194,1.9400000000000015,0,3439
